Title,Price,Predicted_Price,Arbitrage
HP Victus AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,81990.0,111094.69127585771,29104.69127585771
MSI CYBORG Intel Core Ultra 5 14 CORE - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,82990.0,111094.69127585771,28104.69127585771
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,82990.0,111094.69127585771,28104.69127585771
Lenovo LOQ Intel Core i7 12th Gen Core i7-12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,83990.0,111094.69127585771,27104.69127585771
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,83990.0,111094.69127585771,27104.69127585771
MSI Creator 15 Intel Core i7 10th Gen 10875H - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,214990.0,241585.01881613425,26595.018816134252
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,214990.0,241585.01881613425,26595.018816134252
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,84890.0,111094.69127585771,26204.69127585771
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,84990.0,111094.69127585771,26104.69127585771
HP Pavilion Plus Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) 16-A...,84990.0,111094.69127585771,26104.69127585771
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,84990.0,111094.69127585771,26104.69127585771
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,84999.0,111094.69127585771,26095.69127585771
HP Intel Core 5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA® ...,85990.0,111094.69127585771,25104.69127585771
ASUS Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,85990.0,111094.69127585771,25104.69127585771
HP Victus 15 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,85990.0,111094.69127585771,25104.69127585771
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,85990.0,111094.69127585771,25104.69127585771
DELL Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,85990.0,111094.69127585771,25104.69127585771
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/...,85990.0,111094.69127585771,25104.69127585771
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,86886.0,111094.69127585771,24208.69127585771
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,86990.0,111094.69127585771,24104.69127585771
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,86990.0,111094.69127585771,24104.69127585771
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics...,86990.0,111094.69127585771,24104.69127585771
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,217990.0,241585.01881613425,23595.018816134252
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,88000.0,111094.69127585771,23094.69127585771
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...",88317.0,111094.69127585771,22777.69127585771
ASUS TUF Gaming F15 with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home...,88790.0,111094.69127585771,22304.69127585771
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,89990.0,111094.69127585771,21104.69127585771
Acer Nitro V 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,89990.0,111094.69127585771,21104.69127585771
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB ...",89990.0,111094.69127585771,21104.69127585771
DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,89990.0,111094.69127585771,21104.69127585771
ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,90990.0,111094.69127585771,20104.69127585771
GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,90990.0,111094.69127585771,20104.69127585771
Acer Nitro V Intel Core i5 14th Gen 14450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,90990.0,111094.69127585771,20104.69127585771
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,91190.0,111094.69127585771,19904.69127585771
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,58990.0,78472.10939078857,19482.109390788566
ASUS TUF Gaming F16 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,91753.0,111094.69127585771,19341.69127585771
HP Omen Ryzen 7 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,91990.0,111094.69127585771,19104.69127585771
Infinix GT Book Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,91990.0,111094.69127585771,19104.69127585771
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,91990.0,111094.69127585771,19104.69127585771
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,91990.0,111094.69127585771,19104.69127585771
Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,92990.0,111094.69127585771,18104.69127585771
DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,92990.0,111094.69127585771,18104.69127585771
ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,92990.0,111094.69127585771,18104.69127585771
ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/...,93990.0,111094.69127585771,17104.69127585771
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,93990.0,111094.69127585771,17104.69127585771
Lenovo LOQ 15IRX9. Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,94990.0,111094.69127585771,16104.69127585771
MSI GF65 Thin Intel Hexa Core i5 10th Gen 10500H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVI...,94990.0,111094.69127585771,16104.69127585771
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,30500.0,45849.52750571943,15349.52750571943
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,95746.0,111094.69127585771,15348.69127585771
HP Victus 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,95862.0,111094.69127585771,15232.69127585771
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,30990.0,45849.52750571943,14859.52750571943
Lenovo 12450HX Intel Core i5 12th Gen 12450hx - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,63890.0,78472.10939078857,14582.109390788566
ASUS TUF Gaming F17 with 90Whr Battery Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Ho...,98299.0,111094.69127585771,12795.69127585771
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11 Home) 255R G...,33500.0,45849.52750571943,12349.52750571943
Acer Gaming Intel Core i7 12th Gen 12700H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,98800.0,111094.69127585771,12294.69127585771
Acer Nitro V Intel Core i7 14th Gen 14650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,98899.0,111094.69127585771,12195.69127585771
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,98990.0,111094.69127585771,12104.69127585771
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,98990.0,111094.69127585771,12104.69127585771
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,98990.0,111094.69127585771,12104.69127585771
MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,229990.0,241585.01881613425,11595.018816134252
HP Omen Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,99599.0,111094.69127585771,11495.69127585771
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,34590.0,45849.52750571943,11259.52750571943
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,99990.0,111094.69127585771,11104.69127585771
MSI AMD Ryzen 7 Octa Core 8840H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4...,99990.0,111094.69127585771,11104.69127585771
Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,99990.0,111094.69127585771,11104.69127585771
MSI Katana 15 Intel Core 7 240H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 405...,99990.0,111094.69127585771,11104.69127585771
Acer Nitro V 15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,99999.0,111094.69127585771,11095.69127585771
Acer Aspire 7 Intel Core 7 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,99999.0,111094.69127585771,11095.69127585771
HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,34980.0,45849.52750571943,10869.52750571943
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,35400.0,45849.52750571943,10449.52750571943
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,35750.0,45849.52750571943,10099.52750571943
